id,datetime
6c9uTpP5RQ2I7xfyuT165A,2013-10-21T16:17:37.200300
6cDdODaESV65aYULo7kgLw,2013-11-08T05:40:39.227300
6cFKcpKERu2HsHDEnZ5PaQ,2013-12-17T10:39:02.031200
6cGWmVp7SOGTLMDdaZB2ig,2013-06-16T07:45:54.663900
6cLtq3LSRxe4T7a93LD9jg,2013-10-20T13:13:45.542000
6cU3YUZLS2OgAzSmNkkOHA,2013-07-08T04:37:31.320400
6cc2NPXLT72k3VmqTQfutw,2013-08-06T19:21:16.507100
6cf2sdhcQiC8fvG2SfoGng,2014-01-04T22:12:51.152800
6cjMCWgtRrusEjMxpAneJQ,2013-11-07T17:34:18.959600
6ctHw-00SHKdxEDLLoQYJA,2013-11-23T03:58:34.401000
6cu0eW5UQxmiJY8Mpq_a2Q,2013-07-26T02:51:52.510800
6cx5gTTSRtSKvbXjQ80RLg,2013-07-24T09:08:01.516300
6d3uIflYT8CQfmqA53Lzwg,2013-06-22T06:40:22.089400
6d49SG-AQ3-r_yF5Wi8LIA,2013-06-25T06:52:21.468900
6dD50peCR0CL-Gdq_dq73Q,2014-01-05T18:17:29.273300
6dGjLADQQiyyXGKC21LCuQ,2013-10-13T07:34:06.857000
6dLgbBeATgWteABV3z-5EQ,2014-02-02T01:10:45.404900
6dM5YnV9RxGqH2Qz8tydIQ,2014-01-05T05:39:54.022600
6dNLnTkXScCYl9s0nmDhxw,2013-11-09T06:58:40.056300
6dOFELCIQKeTlqv7rqG2fA,2013-12-25T01:49:52.164300
6dQ27EpgS5ySx-lCD9RLAw,2013-09-27T18:00:12.378100
6dS-SkhFRMCeYIcgVFW5sw,2013-11-12T23:47:07.041000
6dS4ft_ITByTiKw6QSmSdQ,2013-11-23T22:50:36.973300
6dYwI4DcTIWdw0gL_qxygw,2013-05-24T00:54:20.002900
6dddNaJKQpSiGoth6gTYbQ,2013-05-26T03:27:18.993100
6deVw6oATn6FvYfTtNL2wg,2013-10-25T05:16:30.479100
6dgLdZC9SiGmcq4QjeZkEQ,2013-12-18T12:29:26.432900
6dhs87wuTiS0nNa7OqgMrg,2013-11-26T17:44:40.329200
6diWGo0NS5yKq6fovV4uCw,2013-12-30T16:46:37.657900
6dpLPRyTRGamz-_171uFMQ,2013-11-27T00:18:30.271600
6dv8B41UTaOuRVWscjWVlQ,2013-07-24T11:35:20.515100
6dwDBMDdQKSqDnAmu5_MnA,2013-10-15T08:55:00.482200
6dxGKwx7SgSDxfU06w0Pmw,2013-12-23T14:01:32.940500
6e4VAZQITb6RLrIJ1kGkEQ,2014-01-30T22:55:32.149900
6e8LGCeTTy-4Ea_O-pIHDw,2013-10-25T08:58:41.462500
6e8NdeEbSYaPQeUU9iaTIw,2013-12-05T15:12:26.221100
6e9TzuDCQZasY5AG3O5Mmw,2013-06-15T00:38:30.345100
6eCg-bIkRd2UI9E7ZYexAQ,2014-01-31T12:57:03.332400
6eDNARW1QYi-hE2Y6KFC8g,2014-02-06T00:47:45.284500
6eI4KL5oT0O4w4E6XAODHg,2013-05-27T00:37:49.135600
6eMiw4MUQqqtukQtW5IxZQ,2013-06-29T03:31:06.535500
6eOr3EpYRoWxdyrdIaXC5w,2014-01-24T05:22:03.078800
6eQXLmI1Q3SUTP7Hs5o7SQ,2013-06-03T20:48:24.699400
6eR-QKUeTW66r8ikcF5IWw,2014-02-04T23:45:38.779200
6eRaM9O2STywmd-MG7aDMQ,2013-06-14T01:40:39.277700
6eRey9hSQMqc7KoFccyaaw,2013-11-19T05:42:51.360600
6eZ3sWGHTbK8YsoEn_O6bw,2013-12-24T16:35:23.481900
6edJoC7VRq6qXc_q4FcoHg,2013-10-29T14:26:17.549100
6efYNDiFT1uA5ALuZ-dKlA,2013-11-20T17:14:19.117100
6egr_ba-R4O2onf9N---HQ,2013-12-07T13:02:51.793000
6eilYVqiRWSzKmdO7sxKUA,2014-02-05T16:53:44.474400
6esKpG7-Q1OZzryWDDRo1A,2013-11-28T10:33:28.726500
6euKFYSqQNS5aAa6p_qD6w,2013-12-19T17:33:41.047200
6evBUJWCT2Cs85vu_QsMNA,2013-07-29T11:55:55.874800
6f3AUI_YTnCBL2vLi1PkSQ,2014-01-15T14:20:10.669500
6f47WaUoRn229xPBvf2mrA,2013-12-25T18:15:48.252600
6f6arcgnTAqBO04vetbmsw,2014-01-19T01:24:26.557300
6f7zavCoQk-E_FAu-quZ5g,2013-11-08T17:34:12.079200
6f96VT0sTQqZEAfltqixLg,2013-07-04T07:12:54.692200
6fBENpyoRFS9Z4VjcB1cCA,2013-12-29T19:08:35.359100
6fD1tzdqTzunNfXhxpzd_Q,2013-11-06T02:49:17.655300
6fEBNqOhS22ALRl79lVH0Q,2013-10-15T16:48:18.628400
6fFGmq0gTq6a13OwyEbmUA,2013-06-17T22:24:43.378700
6fG37EYcThypeiOOHlEKVQ,2013-11-16T03:47:07.459400
6fHCOIsoTIWPiJo5mc0l_g,2013-08-12T22:03:50.060800
6fKC_SkaTZuCC0Hn6hLxEA,2013-12-12T04:51:37.796600
6fRHnLo8SSONlzO11qYA6A,2013-12-22T11:45:02.673800
6fTy_md8SeW9uEzu4mOCfA,2014-01-18T14:33:54.179900
6fXYGs_7QeivdasFUcohSQ,2014-01-27T17:01:06.435100
6fYvQ1stSbKFTn8oX8jM7A,2013-10-12T08:23:23.082000
6f_7vTvST-OH55hfvGRg5A,2013-11-04T12:58:56.634700
6fedsfk3QcOCSuzOhFKO3w,2013-10-29T18:45:45.259500
6fgP41dETDO9BYKFKdBcPg,2013-11-24T08:44:42.255200
6fjqH6yiT0KvmbSzpCrHbQ,2014-02-03T22:45:22.250700
6fvANIRCS0aW6RCixB3STg,2013-06-03T04:25:06.384500
6fxqlmaWR7GUHF8hhp7djA,2013-06-22T02:47:44.658700
6g-Pd7LwSiO2qKnkXcxBHw,2013-10-29T18:57:22.977700
6g2u8VrYRcKlVZj-Yjm8YQ,2013-12-28T16:39:13.654300
6g3R9VwXQFaDdCyn4jNx1Q,2013-12-17T08:27:49.689200
6g7B4FyASjGKbfTYUIIqxA,2013-11-19T16:03:31.105500
6g97l2MhTjWbXivAdvPIJA,2013-07-03T07:23:50.320300
6gNyM23dQ4OFd5X6oSxhtg,2013-08-02T06:45:22.796600
6gOL0hk3So-HVftjf67r0A,2013-10-29T10:40:40.750300
6gOUzPKZTRab04vx1BIsMg,2013-11-22T05:53:10.138800
6gRtZ9QqSR6J6zcrl5pedA,2013-11-17T16:22:31.892600
6gX2QxdsSe2KV-EjeqEQdA,2014-01-18T11:55:04.199900
6ggo-uBTTaKGLImKjUm0zw,2013-11-14T01:55:36.164300
6gjghKG4RrOBI77H-a9Yhw,2014-01-31T11:24:53.649000
6gl6TAqSQMuicpvGLP1_pw,2013-11-21T19:45:59.905200
6gobGUtSTral5j5V8iZ0GA,2013-10-25T03:07:45.336300
6gpdkMs8TtCc5ZSoMBG-Zw,2013-12-06T12:23:26.564600
6gt0Iz2ZQuShj5wDW_vMjg,2013-12-21T10:28:02.645900
6gy0WCINTrqg-clPhz8kAg,2013-12-30T05:19:41.459900
6h6yw25kQrG46eFpxQcqoQ,2014-01-12T03:51:09.281400
6hAqp0bJTN6ch9vxHtUlFw,2013-10-08T00:57:14.022600
6hDOQEChReumZlcgg5eTzw,2013-12-19T08:43:35.647600
6hDyWu6mQBauzWqpX7kqsw,2013-06-21T07:50:48.967400
6hETE94HQXqH_J2cQexPwA,2013-06-18T04:33:25.879600
6hFzO3yBSj2DckkLDBR82w,2014-02-02T09:50:32.344100
6hIpIVI3R3-MJYqANTNQWA,2013-11-16T12:21:33.568400
6h_lKT-VQb2h_oW5nXseQQ,2013-10-23T13:53:12.337500
6h_mFqgvSDCsHz4K81guQg,2013-06-22T09:50:24.998500
6h_uXyZSQ-Osdw6pvqsk4g,2014-01-22T10:05:41.454500
6hbJf6B0TZGlF7R8eHqyDA,2013-11-10T11:00:03.738500
6hfI7XO1SECAdCSvSkZumw,2013-12-06T09:14:33.002300
6hgmxb0OQw2eSZgDmdQFlA,2014-01-04T16:01:16.988300
6hkE2fbIQ96XOZ5sU4Z3dg,2013-12-16T06:22:20.438500
6hqkgukfQPisB0GQhoQtbQ,
6hsPLVbRR_ujOIhq08ZMJw,2013-06-17T04:37:46.142200
6hu2iiSLSce9fUKjYQM1sA,2013-12-07T11:42:25.101600
6huH5kiYQG2CsZ62lO-p9Q,2013-12-04T03:02:21.212000
6hxvr1h4QgKkL9ob5wk76A,2013-12-10T03:35:54.601800
6i4-hXAHS5SsdWseX80Ppw,2013-07-23T12:11:33.501200
6i6fJ5z-QsiQ87OgBRbDYA,2014-01-08T10:04:58.440900
6i96ZMdrSoC_GfWaJjEN7g,2013-11-30T13:10:01.880500
6iBUhkyYRaewOnG2SgdwkQ,2013-10-16T02:14:12.438200
6iNeja3gTOOBN7Rnj8NtEg,2014-01-09T07:10:38.337200
6iYdpEVkRSG7hIVOhAJcQw,2014-01-25T04:11:18.640800
6iZ-AKS2QpKlBnNitlivrg,2013-06-27T12:37:49.759500
6i_b_KUoRhmW1IMF-5FdfA,2013-12-31T20:12:57.487900
6icyXH38T8qhdnmqsrcMEw,2013-12-07T17:24:33.468200
6idbLSFlRLCXLDJguVautQ,2013-06-28T23:14:04.534500
6ie0N7f2Q7etuL-fZk_SVw,2013-11-01T10:26:14.799500
6im91gWGSDauc7KmF4tusg,2013-11-25T08:34:24.882000
6ioSZmOURBq82Wm-zRBThQ,2013-12-17T09:50:38.944100
6iobrVk7Qi6gdeJEL16D7A,2014-01-29T16:33:56.411100
6iocOE1CTKaK2JVlTskb9Q,2013-11-07T07:35:52.630600
6iwJy215T6G_g1VCNk0zsw,2014-01-25T04:38:32.229700
6iwVBiQ1RsuMIcx-PDibeg,2013-11-01T11:25:06.799500
6j48nL4KSRiQ_vTs6NMowg,2013-06-29T20:20:46.131700
6j71x3P_Rgqg_xwkQD73cQ,2014-01-16T17:15:48.158400
6j9lxeLMQLmkVl8d8ctHJw,2014-01-10T10:41:22.197700
6jPLEN6qS5WY9b6OOMwDiQ,2013-12-24T07:15:09.400200
6jYF7Ro4Qr-6dI8WC71hTw,2013-11-05T04:08:08.475300
6jaZcHrWTNOiheuiSJpiLQ,2013-08-03T17:07:07.835500
6jmtuog6SzSWcsULaZMXPQ,2013-11-04T01:27:17.318700
6jokxEupRHegLw9miDjXBA,2013-11-08T06:51:21.531700
6jpqK4lyQICrbuL6mK4Jow,2013-08-26T08:37:25.891800
6jrCvq93TISF5-VzSWQAiA,2013-12-12T05:25:15.077100
6k5KxkG8QO-vM-nLNu4pPw,2013-12-24T11:10:59.601000
6kAL7dzcQJ6eR2cSAh6YPw,2013-11-30T19:51:45.699400
6kIlyWjOQCGYoeu7nujp6g,2013-07-21T05:58:45.799000
6kLomkGnQUWpRSxPrjMniQ,2013-12-21T12:11:53.048100
6kNCEmIPTkGO-m8Qro7o9w,2013-07-27T00:20:10.993000
6kRkctsyTkKOXZcBIJvkkw,2013-06-07T02:13:04.864600
6kaCzqlrT0mrNP71V0PPcg,2014-02-01T16:00:59.363400
6kfuuo6nS3OH-QEiahvAbA,2013-07-22T13:48:14.153400
6kiwX72BRoeWvJgzLP981w,2013-06-21T23:53:24.955700
6kj4a-ffRR2IIkIGsFLFjg,2014-01-12T09:05:10.842000
6kmge9WoQwmggtrozxRpxQ,2013-12-11T06:11:44.082100
6kubzcUfTd6MfLfYlmXoOQ,2013-11-28T10:15:02.512300
6kvALbShQiiURDUYTJSgQg,2014-01-06T09:23:48.743300
6kvaekUjRY2_OHfT1V_Icg,2013-11-11T11:21:04.836000
6l3PkKHuScG3WPKY6k1-fQ,2013-11-25T23:15:56.161700
6l5U-IQMScivT8Pga3J8-w,2013-10-19T23:51:18.083300
6lKSJ_2rQpuhShv2OUkzcg,2014-01-21T22:34:55.127800
6lNryM55QUunW8mICqrLAw,2013-12-17T21:43:56.273500
6lR4pBT_RgW_XG-c_N9eeA,2013-11-16T16:04:31.522300
6lRw19UtRCKsY0Tt4TckkQ,2013-12-15T04:25:19.567000
6lSD-LrDRIq_8nirMK-8RA,2013-11-30T17:25:49.309700
6lSItMD9Sk6_UaX_k0sZ0w,2013-07-06T04:32:32.019100
6lUSMpcZRNa71AZYsEVVsw,2013-11-29T12:46:32.162600
6l_-1W4YT5a3d7XzN01nrg,2013-12-10T12:15:56.509700
6lciEDWnTaKEjzrzVJoTSA,2013-08-07T14:21:43.395000
6ldXJC1qSS6S-xzgTSBLLw,2013-11-29T13:28:00.419800
6lkCNBxWQLe5l4gnZdhcgg,2013-06-13T17:09:24.469100
6lkZPTZwTCuspC8nuajUFg,2013-12-16T06:05:27.572900
6lnBDjrgSQ-vBLO7KpujTA,2014-01-20T16:14:12.409100
6lqvETotTHGsaSvauJdZqA,2013-11-12T06:45:24.009700
6lwPQNZfT323OijFJzphNw,2013-11-28T12:53:13.261000
6lxkdiqxRuuR1FTShfYkJQ,2013-10-21T08:36:14.171100
6lyt8GolRGOJMz4_cI-7vA,2013-12-12T06:46:28.720400
6m-plnQESh-gsMUC4zxMfA,2014-01-24T10:59:01.592100
6m1Otgg4RVuoT-_jYtdovA,2013-12-07T05:48:01.797900
6m1SEPqVR_Gthvi84DprhQ,2013-07-07T22:43:15.210800
6m3tpkSNT3SU1YUHRkYOxg,2013-07-25T05:48:46.022600
6m6TCiIGRduWZe3POAFC4g,2013-11-08T09:50:27.587500
6m9IkFYjQVWeKGIcziV8iA,2013-08-15T10:39:50.048400
6mCTH_5NRVi2NitSUk-XPg,2014-02-01T14:58:11.963600
6mE2RvnwT8eM6BsHxYHw4Q,2013-07-17T21:02:01.481000
6mE5I75VQuqWFTgzxM1Eiw,2013-10-09T20:01:53.507900
6mGVenG8T8WZYB-sNLRmuQ,2014-01-30T00:32:13.355200
6mIWZB2lSfSqjy1gJfN03w,2013-09-24T17:13:37.337600
6mO_jEPWTqqPX_JFAJCXWg,2013-06-25T18:31:30.640000
6mOa9edVR1a5pWmgfc7J6A,2014-01-10T17:22:33.639000
6mU2_kgTRHqxwWqUl0SgSw,2014-01-04T22:15:18.004100
6mXL3dpHRv-6hlmRKrcylg,2014-01-26T19:00:23.583500
6mZpFlTqSOCRvkKjjSoXlw,2013-07-07T16:49:48.520000
6m_NGXmmQh-xnmDlbl6gGQ,2013-12-27T15:45:51.693400
6mjnyDGTSh-DH1CFhrDkUw,2013-11-03T10:08:20.964000
6mk1ih2jQESXNexpT0hq0g,2013-12-19T15:19:46.547100
6mnTJwY5Qa63TuBdHQdXLQ,2013-07-17T12:58:48.210100
6mntqPtxQ5qp_y9MxlzqsA,2013-12-02T23:47:02.389300
6mpwcWd3St2EJxuLeOCR6A,2013-12-21T16:01:55.093700
6mqgVFkgRvGC-oXAf6Fjpg,2014-01-06T10:41:30.836700
6mrwu4XRSROARvKB0WqCGA,2013-11-01T11:36:24.010800
6msAkfQEQRWhRHiZ3jZrog,2013-12-13T19:09:35.072800
6mzFU8pIQLOX2N8CphS-dQ,2013-11-18T17:01:21.035000
6n0u1PGuQ-W6XICNHT82-g,2013-08-03T04:49:00.757900
6n3z9a_sQIu6TA7abVyLUg,2014-01-18T05:10:21.626600
6n7em0b5RIKuET7FKqwzOw,2014-01-12T04:28:27.422300
6n99mco_TjCoVabnxoQBHw,2013-09-22T10:03:32.249600
6nEsMEVWSzS6Ozi6LiAt5Q,2013-11-20T07:41:34.537500
6nJb3qUmQ0-4TJhoqMcYoA,2013-12-29T01:59:25.235100
6nPrZUu-Q5-GRo94WN4c7Q,2014-01-27T11:35:12.554900
6nSG2vuQToSzeZexnkDzMQ,2013-08-10T10:59:56.593900
6nTx9SJFTcacLFCC1mw2Ww,2014-01-10T03:14:20.157200
6nUX-7ZnTi2peAlG_l-2uQ,2013-06-07T20:19:22.876900
6nV8W0F4TgKpktYllwekiw,2013-07-31T08:00:10.546700
6nbJSEU-T-aWrAV8CWedfg,2013-12-30T23:04:57.195900
6ndrblbjS3O3PzXDxMSLlw,2013-12-05T10:54:33.407200
6nks5oSpRImbnLuqi-VwhQ,2013-07-17T22:53:39.226900
6noDQPskR6iwBQjOmIQwyw,2014-01-27T08:09:50.062500
6nsQaQ7WThmb54Vl9dPV0A,2013-12-17T15:38:58.796800
6ntHJUkpRMiyVYrBf5vxSg,2013-10-20T17:58:07.357500
6ntVfxg3RNul6rXw6O983A,2014-01-10T09:02:27.806300
6o-IkH05RN-68DbzVpVwPg,2013-12-21T16:50:09.710100
6o3fsvnoSgeAhENyyLJ8_A,2013-07-24T02:18:04.696300
6o4JxttFQ7KGFeOS-iA_ZQ,
6o8ux1IgQPa6zhhekRr2XQ,2013-06-17T04:36:47.688200
6o97V0KmS8WAOc9yvJWd5A,2013-12-20T13:22:16.318900
6oGP54qhQTiD6jFLoyI0FQ,2013-12-20T06:01:17.990700
6oHfbFQzR6Wh-2cwAL7W_g,2013-11-13T16:01:48.849000
6oJNXAgnTUGOpcaOJkbJgA,2013-11-04T05:20:49.205700
6oLsWCo-TBer3VNrfVEmWA,2013-12-18T08:59:44.551000
6oMCGEeoTPSlm1XNptIe0A,2013-12-05T05:31:56.642800
6oMH40ohQVSpCq9EKfzEsw,2013-12-04T07:52:47.682500
6oQd7kJWRlCzpLQ04tRUCw,2013-09-30T17:40:41.597700
6oSvZk64RtStmyIuoSydGg,2013-10-19T21:44:48.273400
6oWHZ-ybQt2dfBMNbZOnOA,2013-11-01T19:57:56.569500
6oe1UqPiTdaOTm_Llc5EMg,2013-11-01T02:52:13.631600
6ogJuB_lRSms8-1Tt6eI2A,2013-10-21T04:49:25.355600
6ogSReosQfa28aM1VmuSiQ,2013-11-30T15:53:17.087600
6ogs_ZDTQZu0QEsOsNrB7A,2013-12-28T16:03:45.861900
6oiIcblESkCSU_C_JEqMmw,2013-12-24T07:15:07.430500
6oidDT9KTx6fKxThN1CsaQ,2013-06-02T06:57:40.542300
6ok5eEaAQDytRjrFe2P5vQ,2013-10-29T23:24:31.137300
6ooFXsMDTFG-h0quKchjPQ,2013-12-09T12:41:48.168500
6orteoUISJyh9gl2mqZSdw,2013-11-25T08:18:25.385700
6oyQ4mNyQESoRwBHJvnqog,2013-11-08T08:12:26.379700
6p1o2wr9RWmRobpdNDj-PA,2013-11-19T22:44:06.709800
6p3e8p99RQehZRpPlU3oGQ,2013-10-12T14:08:08.341300
6p5lx0I9QrW6GlDYH0z19g,2014-01-12T12:26:22.812100
6p6jF2_tSNikakZKoK3IWg,2013-12-11T13:05:55.863800
6p89AJgTSLa4CPJW439wJg,2013-07-07T18:30:41.585800
6pCLVzRSS-O0bT_q85E1ww,
6pImteTpR_aIihRrF_GuMg,2013-11-04T13:08:40.450300
6pM6_Xo6TkaJeju3d4Dv_A,2013-12-24T13:59:48.750800
6pQxiJZ5RpeSyZvES6YofQ,2013-11-25T04:14:15.004100
6piHarX-QbOdJHa1J7EMEQ,2013-07-04T23:41:45.780700
6poqaRDHQA-JAX1svNxN-Q,2013-10-26T03:38:51.187200
6pw0Iv0JR_-CFJtk_iTjQQ,2013-11-24T10:50:58.216300
6pwF36uHRuSxOsZjtxiKQA,2013-12-02T18:12:46.159500
6pwanXLzSwGOTQh6hSjR8g,2013-09-09T03:54:08.041800
6pzQstVIQp-1zpm_klBUhA,2013-11-11T05:14:55.101300
6q1iPVALRm25RZIrE5EUXw,2014-01-13T08:03:35.164600
6q2737SgQfq7bqCWzk1X5A,2013-11-07T20:45:26.372600
6q3FdNENTP-x0wK6dI5D2g,2013-12-03T10:29:10.867300
6q3MLCp8TPWXu8vu3CaN0w,2013-06-22T04:05:51.554100
6q3sY2XAQVe2hPuK_f3jfg,2013-11-08T19:35:16.178900
6qBTLw3PQqqK69mfMfbOsQ,2013-05-25T00:18:42.191400
6qMpl1YwQhivTjXUsFDuew,2013-11-29T08:21:25.820700
6qOdE4qCQEaPdUtuOnZEvg,2013-10-27T07:47:44.698600
6qUjMS7JQCq5WOcSn3AMug,2013-12-29T07:26:37.718400
6qVChvQZTimj_sxKoV_2sg,2013-05-31T08:01:52.027500
6qVX659GQLqZaIujy5hM_w,2013-08-05T16:15:25.201300
6qW1LgBOTtutvQdCkn92Hw,2013-11-04T09:34:58.217500
6qWdB1qxSu2E3COA86dQiw,2013-07-06T08:39:41.677300
6qanbYy_Q8yf4LHvxBpxrA,2013-11-10T08:10:13.728000
6qarlRWZR8yC0qP3lCK7xg,2013-06-21T21:24:17.565600
6qdyJq2vQG2wkTkNzUeHkw,2013-10-04T07:49:54.912400
6qfwugOpTIC0L4OyOKq78w,2014-01-05T13:02:39.582300
6qiMtncKQsuvvzqMiMwn3g,
6qlXd8rDTne8MlJvmi_6Jw,2013-06-13T17:53:49.877200
6qpLMtwiT4GUEaAbRIUoNQ,2013-10-29T12:42:04.007800
6qrKG3zLTkm3Wg7loyelGg,2013-11-28T07:51:59.222700
6qwXhxebQziUuNimz0f1iA,2013-11-12T04:13:52.752000
6r-rpHE8Ss2a6xqILrKsxQ,2013-06-22T01:07:53.935400
6r6Do1wfStScWnnBwH8V9Q,2013-11-27T08:43:25.866000
6r6x-9VrTwGiqG2LBVzalQ,2014-01-09T01:44:22.503100
6r6zp3P7Rye4wretAZtY1Q,2014-02-04T02:56:30.971300
6rE-XsfaQtyK_3NKfqGIIw,2013-11-29T14:09:00.785800
6rFbVBe5SrOGd3rzZclr1A,2014-02-06T04:55:16.433000
6rKqEqWjTJykt7PAKp2uMQ,2013-08-14T19:27:23.743500
6rR37tB0S4ayTXapKvNTmw,2014-01-21T07:09:56.945400
6rRnFousTaGh7QaoW8XBJg,2013-06-07T13:02:51.395200
6rY2YVInQBKNT0N9osdxNQ,2013-11-09T16:19:52.113100
6r_CktbwQTGRZfP9C26rSg,2013-10-18T15:06:41.042700
6r_vjmd1SC6_5jP3OUDo3A,2013-12-06T05:29:29.156900
6reMTTp0TG2Lzp5eLK7lMQ,2014-01-19T12:13:15.614200
6rigyUwXSh6O8rKNkDAscA,2013-06-18T07:43:26.026400
6rk8x9BXS92wp4qN_ZcwDw,2013-12-31T14:54:38.445700
6rtnElhERJ6v8OF6b28Qfg,
6rvszg44QE2NhQmvc2wJ4g,2013-07-30T15:35:57.222300
6rxNzIlSRHuJDXmyT8qONw,2013-07-16T21:52:02.294600
6ryKHBcsTESzoBdhEUvGWw,2013-11-25T21:18:05.583200
6ryn_axbR2yGiEn3--RlGw,2014-01-07T18:08:59.861900
6rz_1A5hRbGhSFeS6Ha9QQ,2013-12-10T05:36:36.365300
6s0Cse25QHWzEPko1gqDtQ,2014-01-01T22:26:43.732900
6s24GRt5S26RWp5dtj5gAA,2013-07-02T09:03:30.361200
6sC5LX25TZeo0zS-iUKz1w,2013-11-12T20:06:05.053500
6sGaqNDzSXqfbF-Vc1aqGw,2013-12-22T09:17:40.803500
6sKhOaIZQB6PhXPWFfWKAg,2013-11-15T13:14:22.157000
6sMzezbQQnivjazga8oe0A,2013-07-26T15:52:27.622400
6sN7Cd7iSyyGuwlAl3MG8A,2013-10-18T14:02:52.730000
6sR9vUz_TkGuTJf9w5M51w,2013-06-23T16:07:31.974100
6sXhfQLTS7OcSeYey9oFKQ,2013-11-14T08:28:57.682000
6sYvxU3tSdKjkCrPAYMdBg,2013-12-26T16:13:19.577300
6sZ0gFrcRNO7rbiUskiSXw,2013-07-06T03:06:39.278200
6s_yGEp8QnGIo0jFxOZx-Q,2013-07-28T05:32:56.033500
6safOuLCSqqGkd1DG3J6Gg,2013-07-11T08:16:21.181000
6saiyLDQTcKq3jP1bKFiuA,2013-10-16T18:09:56.082800
6si2ipcgQqqgIHKJ6UUQSw,2013-06-08T20:14:47.084900
6sidD3q5S0SBB_BjSKJN-g,2014-01-12T13:52:50.558000
6skDAQxdTRaVJxcBXxtytw,2013-09-29T23:20:33.341400
6somZqGGRIyp4d_JmCUZ8A,2013-12-31T10:07:16.565900
6sqstf1bQGy6RQ_R1i9kLw,2013-06-06T03:25:37.488700
6srdHsrzQf6bOoqoQl7idQ,2014-01-10T14:03:46.713400
6ssA2uqaTLmvX29kAxG8NA,2013-09-26T14:35:37.752500
6t-5fL1BT96SFVDVSuvijA,2013-06-15T02:09:47.383800
6t-GWhBPQ_e9l2NZi4WSPw,2014-02-02T22:21:47.735200
6t4HDMMQSVSIXyxfbwVhtQ,2013-12-08T01:13:58.378700
6t6bYwGGQdGENPqbVlkW0A,2013-08-04T11:21:06.248500
6tBbDN0vSwm8AxdaQW9lrA,2013-12-07T06:28:45.286200
6tKEL0lgQCy_qRLjkwgLmg,2013-05-23T23:47:32.236100
6tLfyjXtTUCOwwswWZzZ5A,2013-06-04T20:22:21.165600
6tShGJcuTOOCXTRL5EQhug,2014-01-02T10:21:19.728400
6tUEMbXwSVCP9MD7pArObg,2013-08-08T09:23:40.359200
6tZvJctiQq6uMEQ8dxpAQw,2013-11-14T12:07:57.756200
6t_JLGRoTUmabSvdboLTbw,2014-01-12T04:00:33.273700
6terED7gROCo5SN2Z_iwSw,2014-02-01T14:03:17.127000
6thYW8rGSeuhgK3VQYs_9Q,2014-01-29T02:48:16.545900
6tiJKea7QPCyFOZLh9sOZQ,2013-06-15T02:06:30.687700
6tjB7Z-YRO6ydr-EKdjCKA,2013-12-26T10:25:08.438600
6tpOs6biTui7l5RnJVTztA,2013-08-04T03:22:02.056400
6tpgleLsTqiFBx8KaLvMVQ,2013-07-19T09:10:48.286000
6u1rv1NDQOaxsaSDP8coHQ,2013-12-02T21:22:22.735400
6u2WPMCSR1K2eB06BG7yKg,2013-12-24T06:39:12.355400
6u65q5ZxT7CZYhD5hmJXqQ,2014-01-12T14:28:26.909700
6u7raKwmSP2hlHsZnnDn3g,2013-11-06T03:30:27.002300
6uCPnk1RT9-E7SjuZv0K_w,2013-07-25T11:10:02.236000
6uFS_TweTW-ttifgjgdL5g,2013-10-01T12:06:55.105700
6uG0oj--QV2tZjz8fDwVvA,2013-12-07T06:09:39.544800
6uG1BtvYSaSsPrEKoj2kPg,2013-08-07T03:20:03.182800
6uJS32bHQLyCz5ihlmHJEw,2013-07-29T11:18:40.741100
6uNn8LqqQ2eyfJO1cHuXUg,2013-11-26T08:06:34.627100
6uOzEg3YQkaFZaADufB4og,2013-12-31T07:53:40.580800
6udzDA58QWWESArU6c0UJg,2013-10-15T14:26:50.076100
6ufB7DW8SUebi76X9G5IXg,2013-12-28T16:18:13.333500
6uiWdgl7RXy_FWaieshWsA,2013-05-27T03:31:07.212900
6ulBw09sRCulL4e__jSt7w,2013-10-28T01:23:53.675700
6umNW-wqSYq_YHNBpUplQg,2013-06-30T00:29:07.566900
6ur-PJJCScOHpKV5tS9LLw,2013-10-28T03:23:18.580600
6usFkBLRQBeYST3wBljlZg,2013-10-14T18:43:35.525000
6usY87EiQIivrDqvzLkB9w,2013-12-05T13:13:25.683500
6v53QBznSO22zYQ9XQM3vg,2014-01-02T10:28:03.459300
6v6JJpwaSsmu-5HIlFG5cg,2013-07-15T19:51:04.591900
6v8L93G1S0ytFlGV7v1hDg,2013-10-29T08:10:46.779600
6vBFUnLHTjGLYOdYGLKb_w,2013-10-30T21:46:53.271700
6vDVPea9Rs6IZrSxWcNOaQ,2014-01-07T15:46:14.151300
6vDxh1iBQc2Hg8kxKqjcfQ,2013-12-25T06:24:35.806600
6vM-zhdITOa5cnW5uDYfpg,2013-11-11T01:07:01.391000
6vMDBBpPS6KzZ8NSDbAg-w,2013-10-10T18:33:16.983900
6vQKDGGPRnubkz0GJ2iBEQ,2013-12-02T13:10:24.865600
6vR6QIlnR_eYsrtJNrzX9g,2013-06-28T17:00:57.737800
6vToB-AwQx2HCuOAcKtUfg,2013-12-23T01:55:15.377100
6vWIeVZnQ2Ctnas50bAo5w,2013-11-24T18:38:38.124000
